transaction_id,transaction_datetime,transaction_amount,merchant_category,transaction_type,entry_mode,transaction_city,transaction_state,transaction_country,currency_code,is_international,is_fraud,cardholder_age,cardholder_gender,is_online,approval_status,merchant_name
TXN000179,2023-09-29T11:35:41,14.75,coffee_shop,purchase,contactless,Montreal,,CAN,CAD,TRUE,FALSE,32,male,FALSE,approved,SkyTravel
TXN000180,2022-07-30T20:13:53,340,auto_services,payment,swipe,San Antonio,TX,USA,USD,FALSE,FALSE,38,male,TRUE,approved,ElectroZone
TXN000181,2024-05-10T09:24:21,60,auto_services,purchase,chip,Dallas,TX,USA,USD,FALSE,FALSE,42,male,FALSE,approved,ElectroZone
TXN000182,2022-08-20T13:00:49,120000,real_estate,transfer,manual,Zurich,,CHE,CHF,TRUE,TRUE,47,unknown,TRUE,declined,CryptoExchange
TXN000183,2023-11-11T16:53:02,17,furniture,purchase,chip,Houston,TX,USA,USD,FALSE,FALSE,28,female,TRUE,approved,FuelExpress
TXN000184,2024-03-24T08:41:17,4999.99,real_estate,transfer,manual,Dubai,,ARE,AED,TRUE,TRUE,47,unknown,FALSE,declined,Sunshine Travel
TXN000185,2024-01-13T15:31:09,56.75,clothing,purchase,chip,Miami,FL,USA,USD,FALSE,FALSE,26,female,FALSE,approved,Sunshine Travel
TXN000186,2022-02-12T12:43:47,7.5,grocery,purchase,chip,Vancouver,,CAN,CAD,TRUE,FALSE,52,female,FALSE,approved,SkyTravel
TXN000187,2024-03-08T19:22:05,120.99,luxury_goods,purchase,manual,Paris,,FRA,EUR,TRUE,TRUE,55,female,TRUE,declined,EdgeCaseStore
TXN000188,2023-03-15T13:18:17,8.25,pharmacy,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,60,female,FALSE,approved,SkyTravel
TXN000189,2022-09-19T14:44:29,37.89,fast_food,purchase,contactless,Montreal,,CAN,CAD,TRUE,FALSE,29,female,FALSE,approved,SkyTravel
TXN000190,2023-10-24T10:10:55,14.25,coffee_shop,purchase,contactless,Toronto,,CAN,CAD,TRUE,FALSE,32,male,FALSE,approved,SkyTravel
TXN000191,2022-10-10T14:29:08,2000,jewelry,purchase,manual,Zurich,,CHE,CHF,TRUE,TRUE,59,other,FALSE,declined,CryptoExchange
TXN000192,2023-12-27T12:55:48,25.6,books,purchase,online,New York,NY,USA,USD,FALSE,FALSE,37,female,FALSE,pending,Sunshine Travel
TXN000193,2024-01-07T19:56:23,40,grocery,purchase,chip,Vancouver,,CAN,CAD,TRUE,FALSE,52,female,TRUE,approved,SkyTravel
TXN000194,2022-04-05T08:32:16,65,auto_services,payment,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,38,male,FALSE,approved,GiftWorld
TXN000195,2023-05-29T21:43:10,17.5,public_transport,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,19,male,FALSE,approved,QuickMart
TXN000196,2022-03-01T11:50:12,8.99,pharmacy,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,60,female,FALSE,approved,FarmFresh
TXN000197,2023-06-04T16:41:29,1000000,real_estate,transfer,manual,Dubai,,ARE,AED,TRUE,TRUE,47,unknown,FALSE,declined,FashionBay
TXN000198,2022-05-22T13:39:41,15.25,coffee_shop,purchase,contactless,Toronto,,CAN,CAD,TRUE,FALSE,32,male,TRUE,approved,SkyTravel
TXN000199,2023-07-11T17:17:59,199.99,fast_food,purchase,contactless,Montreal,,CAN,CAD,TRUE,FALSE,29,female,TRUE,approved,SkyTravel
TXN000200,2022-12-05T07:14:32,9.99,public_transport,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,19,male,FALSE,approved,FuelExpress
TXN000201,2023-11-06T11:22:46,50.5,public_transport,purchase,contactless,New York,NY,USA,USD,FALSE,FALSE,46,male,TRUE,approved,CryptoExchange
TXN000202,2024-10-01T03:07:48,54.07,clothing,purchase,chip,Dallas,TX,USA,USD,FALSE,FALSE,44,male,FALSE,approved,ElectroZone
TXN000203,2024-12-09T17:26:11,49.09,pharmacy,purchase,swipe,New York,NY,USA,USD,FALSE,FALSE,32,female,FALSE,approved,Sunshine Travel
TXN000204,2023-02-17T22:56:21,40.55,coffee_shop,purchase,online,San Jose,CA,USA,USD,FALSE,FALSE,27,female,TRUE,approved,ElectroZone
TXN000205,2023-10-20T09:37:05,63.46,electronics,refund,chip,Chicago,IL,USA,USD,FALSE,FALSE,29,female,TRUE,approved,QuickMart
TXN000206,2023-07-20T10:35:33,42.93,pharmacy,purchase,swipe,Nashville,TN,USA,USD,FALSE,FALSE,54,male,TRUE,approved,ElectroZone
TXN000207,2023-07-19T03:48:48,47.59,pharmacy,purchase,swipe,Nashville,TN,USA,USD,FALSE,FALSE,63,male,TRUE,approved,ATM Withdrawal
TXN000208,2023-10-20T23:20:10,51.93,electronics,refund,chip,Chicago,IL,USA,USD,FALSE,FALSE,29,female,FALSE,approved,QuickMart
TXN000209,2023-11-10T19:22:13,49.76,public_transport,purchase,contactless,New York,NY,USA,USD,FALSE,FALSE,23,female,FALSE,approved,CryptoExchange
TXN000210,2022-11-05T11:18:47,44.04,fast_food,purchase,swipe,Atlanta,GA,USA,USD,FALSE,FALSE,22,male,TRUE,approved,FuelExpress
TXN000211,2024-12-10T10:16:13,49.87,pharmacy,purchase,swipe,New York,NY,USA,USD,FALSE,FALSE,31,female,FALSE,approved,Sunshine Travel
TXN000212,2024-03-09T07:21:38,51.1,electronics,purchase,chip,Houston,TX,USA,USD,FALSE,FALSE,31,female,FALSE,approved,FuelExpress
TXN000213,2023-10-16T08:15:09,61.68,electronics,refund,chip,Chicago,IL,USA,USD,FALSE,FALSE,30,female,FALSE,approved,QuickMart
TXN000214,2023-07-18T02:45:23,46.05,pharmacy,purchase,swipe,Nashville,TN,USA,USD,FALSE,FALSE,37,female,FALSE,approved,GiftWorld
TXN000215,2023-04-20T15:49:27,31.59,books,purchase,chip,Houston,TX,USA,USD,FALSE,FALSE,36,male,FALSE,approved,GiftWorld
TXN000216,2023-11-08T11:28:46,47.22,public_transport,purchase,contactless,New York,NY,USA,USD,FALSE,FALSE,24,female,TRUE,approved,CryptoExchange
TXN000217,2023-10-16T02:22:35,52.4,electronics,refund,chip,Chicago,IL,USA,USD,FALSE,FALSE,26,female,FALSE,approved,QuickMart
TXN000218,2024-03-07T12:30:48,50.3,electronics,purchase,chip,Houston,TX,USA,USD,FALSE,FALSE,26,male,FALSE,approved,FuelExpress
TXN000219,2023-09-27T13:26:18,42.51,books,purchase,contactless,Boston,MA,USA,USD,FALSE,FALSE,23,female,FALSE,approved,GiftWorld
TXN000220,2022-09-20T19:22:29,36.45,fast_food,purchase,contactless,Montreal,,CAN,CAD,TRUE,FALSE,38,male,FALSE,approved,SkyTravel
TXN000221,2023-07-20T03:50:15,42.45,pharmacy,purchase,swipe,Nashville,TN,USA,USD,FALSE,FALSE,62,male,TRUE,pending,ElectroZone
TXN000222,2024-01-05T15:34:34,36.89,grocery,purchase,chip,Vancouver,,FRA,EUR,TRUE,FALSE,52,female,TRUE,approved,QuickMart
TXN000223,2022-11-07T08:23:03,49.16,fast_food,purchase,swipe,Atlanta,GA,USA,USD,FALSE,FALSE,24,female,FALSE,approved,ElectroZone
TXN000224,2023-07-18T10:53:59,44.98,pharmacy,purchase,swipe,Toronto,,USA,USD,FALSE,FALSE,63,male,FALSE,approved,SkyTravel
TXN000225,2024-09-27T21:06:20,55.67,clothing,purchase,chip,Dallas,TX,USA,USD,FALSE,FALSE,44,male,FALSE,approved,FashionBay
TXN000226,2022-04-29T18:11:18,55.8,books,purchase,online,Paris,,FRA,EUR,TRUE,FALSE,27,female,FALSE,approved,ElectroZone
TXN000227,2022-05-01T23:55:55,54.58,books,purchase,online,Paris,,FRA,EUR,TRUE,FALSE,27,female,TRUE,approved,ATM Network
TXN000228,2023-10-16T01:42:46,54.61,electronics,refund,chip,Chicago,IL,USA,USD,FALSE,FALSE,30,female,FALSE,approved,FuelExpress
TXN000229,2022-11-11T11:26:16,36.36,fast_food,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,21,male,FALSE,approved,ATM Network
TXN000230,2023-01-01T14:45:16,51.13,books,purchase,chip,Austin,TX,USA,USD,FALSE,FALSE,31,female,TRUE,approved,BookNest
TXN000231,2024-08-20T07:02:54,8.61,coffee_shop,purchase,contactless,Los Angeles,CA,USA,USD,FALSE,FALSE,120,unknown,TRUE,approved,LuxuryAuto
TXN000232,2022-03-09T18:29:18,10.16,public_transport,purchase,contactless,London,,GBR,GBP,TRUE,FALSE,22,male,FALSE,approved,Sunshine Travel
TXN000233,2024-01-26T19:41:36,12.32,fast_food,purchase,chip,Austin,TX,USA,USD,FALSE,FALSE,21,male,TRUE,approved,Sunshine Travel
TXN000234,2024-04-11T02:07:02,10.52,fast_food,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,60,female,TRUE,approved,FarmFresh
TXN000235,2022-03-10T16:04:52,10.1,public_transport,purchase,contactless,London,,ARE,AED,TRUE,FALSE,22,unknown,TRUE,approved,ATMWithdrawal
TXN000236,2024-04-07T17:50:47,10.24,fast_food,purchase,contactless,San Diego,CA,USA,USD,FALSE,FALSE,37,male,TRUE,approved,ElectroZone
TXN000237,2022-03-10T12:31:21,12.96,pharmacy,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,60,female,FALSE,approved,FarmFresh
TXN000238,2024-01-06T15:32:28,11.4,coffee_shop,purchase,online,Geneva,,USA,USD,FALSE,FALSE,27,female,FALSE,approved,BookNest
TXN000239,2022-12-04T02:29:08,9.18,fast_food,purchase,contactless,Austin,TX,USA,USD,FALSE,FALSE,28,male,FALSE,approved,ATMWithdrawal
TXN000240,2023-01-17T04:10:30,9.11,public_transport,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,19,male,FALSE,pending,FarmFresh
TXN000241,2022-03-03T13:12:45,8.71,pharmacy,purchase,chip,Orlando,FL,USA,USD,FALSE,FALSE,60,female,FALSE,approved,GiftWorld
TXN000242,2023-09-05T22:21:16,9.13,fast_food,purchase,contactless,Seattle,WA,USA,USD,FALSE,FALSE,23,male,FALSE,approved,ElectroZone
TXN000243,2022-02-26T11:50:00,8.72,pharmacy,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,60,female,FALSE,approved,FarmFresh
TXN000244,2022-02-07T17:56:57,12.86,coffee_shop,purchase,contactless,San Francisco,CA,USA,USD,FALSE,FALSE,24,male,TRUE,approved,LuxuryAuto
TXN000245,2024-01-08T16:03:38,13.47,coffee_shop,purchase,online,Miami,FL,USA,USD,FALSE,FALSE,26,female,TRUE,pending,Sunshine Travel
TXN000246,2022-11-16T14:48:55,12.22,books,purchase,chip,San Diego,CA,USA,USD,FALSE,FALSE,36,female,FALSE,approved,ElectroZone
TXN000247,2022-03-15T13:20:02,12.78,pharmacy,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,60,female,TRUE,approved,BookNest
TXN000248,2024-04-08T01:30:46,10.61,fast_food,purchase,contactless,San Diego,CA,USA,USD,FALSE,FALSE,38,male,TRUE,approved,FashionBay
TXN000249,2024-01-26T15:24:50,14.21,fast_food,purchase,chip,Austin,TX,USA,USD,FALSE,FALSE,22,female,FALSE,pending,ATMWithdrawal
TXN000250,2022-08-19T23:41:39,11.75,books,purchase,chip,Los Angeles,CA,USA,USD,FALSE,FALSE,27,female,FALSE,approved,LuxuryAuto
TXN000251,2022-02-09T17:28:11,13.48,coffee_shop,purchase,contactless,San Francisco,CA,USA,USD,FALSE,FALSE,24,male,TRUE,approved,LuxuryAuto
TXN000252,2022-12-08T08:34:56,10.34,public_transport,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,20,male,FALSE,approved,QuickMart
TXN000253,2023-02-09T11:40:29,13.47,public_transport,purchase,contactless,Boston,MA,USA,USD,FALSE,FALSE,57,female,FALSE,approved,GiftWorld
TXN000254,2022-08-23T16:52:46,11.07,books,purchase,chip,Los Angeles,CA,USA,USD,FALSE,FALSE,27,female,FALSE,approved,LuxuryAuto
TXN000255,2023-02-28T13:16:23,9.96,coffee_shop,purchase,contactless,Los Angeles,CA,USA,USD,FALSE,FALSE,26,female,FALSE,approved,LuxuryAuto
TXN000256,2022-12-08T12:11:28,10.18,public_transport,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,19,male,TRUE,approved,QuickMart
TXN000257,2022-03-01T13:46:37,9.39,pharmacy,purchase,chip,Phoenix,AZ,USA,USD,FALSE,FALSE,22,female,TRUE,approved,GiftWorld
TXN000258,2022-02-28T13:05:47,10.18,pharmacy,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,59,female,FALSE,approved,ElectroZone
TXN000259,2022-02-12T21:22:05,12.71,coffee_shop,purchase,contactless,San Francisco,CA,USA,USD,FALSE,FALSE,24,male,FALSE,approved,LuxuryAuto
TXN000260,2024-01-12T17:19:58,12.24,coffee_shop,purchase,online,Miami,FL,USA,USD,FALSE,FALSE,25,female,TRUE,approved,Sunshine Travel
TXN000261,2022-09-27T05:01:12,412.49,electronics,purchase,online,Berlin,,DEU,EUR,TRUE,FALSE,42,male,FALSE,approved,Sunshine Travel
TXN000262,2022-06-24T19:27:27,320.7,auto_services,payment,chip,Houston,TX,USA,USD,FALSE,FALSE,30,male,FALSE,pending,FarmFresh
TXN000263,2023-11-19T12:28:11,396.84,electronics,purchase,online,,,AUS,AUD,TRUE,FALSE,36,male,FALSE,approved,SkyTravel
TXN000264,2022-09-27T10:50:38,249.07,electronics,purchase,online,Los Angeles,CA,USA,USD,FALSE,FALSE,33,male,FALSE,approved,LuxuryAuto
TXN000265,2023-11-04T04:46:35,330.13,electronics,purchase,online,London,,GBR,GBP,TRUE,FALSE,36,male,TRUE,approved,SkyTravel
TXN000266,2024-03-09T06:29:50,387.83,electronics,purchase,swipe,Denver,CO,USA,USD,FALSE,FALSE,27,female,TRUE,approved,EdgeCaseStore
TXN000267,2024-03-14T09:13:32,345.81,electronics,purchase,swipe,Tokyo,,USA,USD,FALSE,FALSE,37,male,TRUE,approved,BookNest
TXN000268,2022-07-30T22:47:10,352.05,auto_services,payment,swipe,San Antonio,TX,USA,USD,FALSE,FALSE,71,female,FALSE,approved,GiftWorld
TXN000269,2022-11-10T10:39:19,370.79,auto_services,payment,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,38,male,TRUE,approved,GiftWorld
TXN000270,2022-07-05T14:23:36,432.6,travel,purchase,online,Tokyo,,JPN,JPY,TRUE,FALSE,48,male,FALSE,approved,ATM Withdrawal
TXN000271,2022-09-28T17:25:26,266.56,electronics,purchase,online,Los Angeles,CA,USA,USD,FALSE,FALSE,33,male,FALSE,approved,LuxuryAuto
TXN000272,2023-05-17T07:54:52,321.2,furniture,purchase,online,Atlanta,GA,USA,USD,FALSE,FALSE,45,male,FALSE,approved,FuelExpress
TXN000273,2024-02-15T17:08:09,322.83,clothing,purchase,chip,Paris,,USA,USD,FALSE,FALSE,32,female,TRUE,approved,LuxuryAuto
TXN000274,2023-11-02T14:10:33,289.5,electronics,purchase,online,London,,GBR,GBP,TRUE,FALSE,50,male,FALSE,approved,SkyTravel
TXN000275,2023-11-08T16:56:45,407.28,electronics,purchase,chip,San Antonio,TX,USA,USD,FALSE,FALSE,33,female,FALSE,approved,QuickMart
TXN000276,2023-08-06T19:34:52,209.88,furniture,purchase,chip,,,MEX,MXN,TRUE,FALSE,28,female,FALSE,approved,BookNest
TXN000277,2022-09-26T07:16:11,380.11,electronics,purchase,online,Berlin,,DEU,EUR,TRUE,FALSE,42,male,FALSE,approved,Sunshine Travel
TXN000278,2022-01-31T09:02:38,231.88,electronics,purchase,online,London,,GBR,GBP,TRUE,FALSE,42,female,FALSE,approved,SkyTravel
TXN000279,2023-08-11T01:29:59,228.9,furniture,purchase,chip,,,SGP,SGD,TRUE,FALSE,30,male,FALSE,approved,CryptoExchange
TXN000280,2023-11-05T13:49:20,373.43,electronics,purchase,chip,San Antonio,TX,USA,USD,FALSE,FALSE,33,female,FALSE,approved,GiftWorld
TXN000281,2022-11-12T00:37:07,392.43,auto_services,payment,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,36,female,TRUE,approved,FuelExpress
TXN000282,2024-05-28T18:57:42,255.03,clothing,purchase,chip,Chicago,IL,USA,USD,FALSE,FALSE,27,female,TRUE,approved,QuickMart
TXN000283,2023-05-22T11:10:40,258.64,travel,purchase,online,Berlin,,DEU,EUR,TRUE,FALSE,45,male,FALSE,approved,Sunshine Travel
TXN000284,2023-11-16T10:22:57,368.71,electronics,purchase,online,,,AUS,AUD,TRUE,FALSE,36,male,TRUE,approved,Sunshine Travel
TXN000285,2022-03-22T21:41:36,230.84,electronics,purchase,online,Montreal,,USA,USD,FALSE,FALSE,29,female,TRUE,approved,ElectroZone
TXN000286,2022-11-12T10:12:45,396.6,auto_services,payment,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,38,male,FALSE,approved,GiftWorld
TXN000287,2022-09-27T08:44:28,403.66,electronics,purchase,online,Berlin,,DEU,EUR,TRUE,FALSE,43,male,TRUE,approved,Sunshine Travel
TXN000288,2022-09-15T09:51:12,234.55,electronics,purchase,online,Geneva,,USA,USD,FALSE,FALSE,34,female,TRUE,approved,BookNest
TXN000289,2022-08-02T01:56:25,356.01,auto_services,payment,swipe,San Antonio,TX,USA,USD,FALSE,FALSE,38,male,FALSE,approved,TinyCafe
TXN000290,2022-02-04T08:08:46,246.17,electronics,purchase,online,London,,GBR,GBP,TRUE,FALSE,40,female,TRUE,approved,Sunshine Travel
TXN000291,2022-08-04T09:36:34,12353.77,jewelry,purchase,manual,Dubai,,ARE,AED,TRUE,TRUE,26,female,FALSE,declined,CryptoExchange
TXN000292,2023-04-16T00:47:24,994252.54,luxury_goods,purchase,manual,San Diego,CA,CHE,CHF,TRUE,TRUE,120,other,TRUE,declined,CryptoExchange
TXN000293,2023-08-10T18:10:57,14620.18,automobile,purchase,online,Berlin,,DEU,EUR,TRUE,TRUE,62,male,TRUE,declined,SkyTravel
TXN000294,2023-06-29T06:16:23,23332.85,automobile,purchase,manual,Tokyo,,JPN,JPY,TRUE,TRUE,45,female,TRUE,declined,LuxuryAuto
TXN000295,2023-07-15T14:23:45,6696.39,automobile,payment,manual,Miami,FL,USA,USD,FALSE,TRUE,38,female,FALSE,declined,Sunshine Travel
TXN000296,2024-03-16T12:03:50,120470.39,real_estate,transfer,manual,,,SGP,SGD,TRUE,TRUE,34,female,FALSE,declined,Sunshine Travel
TXN000297,2024-03-19T13:58:14,964915.66,jewelry,purchase,manual,Geneva,,CHE,CHF,TRUE,TRUE,120,unknown,FALSE,declined,CryptoExchange
TXN000298,2024-03-17T11:29:53,1017055.31,jewelry,purchase,manual,Geneva,,CHE,CHF,TRUE,TRUE,120,unknown,TRUE,declined,CryptoExchange
TXN000299,2024-03-20T08:47:38,987209.43,jewelry,purchase,manual,Geneva,,GBR,GBP,TRUE,TRUE,53,male,TRUE,declined,SkyTravel
TXN000300,2023-08-08T18:48:59,15141.39,automobile,purchase,online,Berlin,,DEU,EUR,TRUE,TRUE,44,male,TRUE,declined,Sunshine Travel
TXN000301,2022-07-28T12:32:28,34804.2,real_estate,transfer,manual,Toronto,,CAN,CAD,TRUE,TRUE,32,female,FALSE,declined,SkyTravel
TXN000302,2023-06-29T06:10:43,25552.1,automobile,purchase,manual,Tokyo,,JPN,JPY,TRUE,TRUE,58,male,FALSE,declined,ATMWithdrawal
TXN000303,2024-03-20T04:59:31,1004795.57,jewelry,purchase,manual,Dallas,TX,CHE,CHF,TRUE,TRUE,61,male,FALSE,declined,CryptoExchange
TXN000304,2023-06-28T01:33:59,25703.65,automobile,purchase,manual,Tokyo,,JPN,JPY,TRUE,TRUE,66,other,FALSE,declined,TinyCafe
TXN000305,2022-08-17T10:47:27,117080.05,real_estate,transfer,manual,Houston,TX,CHE,CHF,TRUE,TRUE,47,unknown,FALSE,declined,CryptoExchange
TXN000306,2023-07-16T22:37:07,6364.05,automobile,payment,manual,Miami,FL,USA,USD,FALSE,TRUE,60,female,FALSE,declined,Sunshine Travel
TXN000307,2023-02-28T09:35:51,981350.89,real_estate,transfer,manual,Dallas,TX,USA,USD,FALSE,TRUE,71,male,FALSE,declined,ATM Network
TXN000308,2023-09-24T17:42:10,16323.44,real_estate,transfer,manual,Los Angeles,CA,USA,USD,FALSE,TRUE,119,unknown,FALSE,declined,LuxuryAuto
TXN000309,2023-07-01T02:52:29,24369.39,automobile,purchase,manual,Tokyo,,SGP,SGD,TRUE,TRUE,65,other,FALSE,declined,ATMWithdrawal
TXN000310,2024-03-31T17:01:33,7763.83,automobile,purchase,online,Berlin,,JPN,JPY,TRUE,TRUE,42,male,FALSE,declined,BookNest
TXN000311,2023-02-27T09:49:07,993878.64,real_estate,transfer,manual,San Francisco,CA,USA,USD,FALSE,TRUE,28,male,FALSE,declined,LuxuryAuto
TXN000312,2023-09-24T22:31:18,14438.38,real_estate,transfer,manual,Los Angeles,CA,USA,USD,FALSE,TRUE,120,unknown,FALSE,declined,LuxuryAuto
TXN000313,2022-04-05T21:40:46,5779.59,travel,purchase,online,London,,GBR,GBP,TRUE,TRUE,55,male,FALSE,declined,SkyTravel
TXN000314,2023-07-13T19:33:29,6378.98,automobile,payment,manual,Miami,FL,USA,USD,FALSE,TRUE,61,male,FALSE,declined,FuelExpress
TXN000315,2022-07-27T16:47:08,34016.91,real_estate,transfer,manual,Toronto,,CAN,CAD,TRUE,TRUE,26,male,FALSE,declined,SkyTravel
TXN000316,2024-01-26T08:13:09,513916.6,real_estate,transfer,manual,Dubai,,ARE,AED,TRUE,TRUE,33,female,FALSE,declined,QuickMart
TXN000317,2024-04-20T10:14:35,306969.8,luxury_goods,purchase,manual,Paris,,FRA,EUR,TRUE,TRUE,28,female,FALSE,declined,FuelExpress
TXN000318,2023-02-28T13:41:33,990785.33,real_estate,transfer,manual,San Francisco,CA,USA,USD,FALSE,TRUE,71,male,FALSE,declined,LuxuryAuto
TXN000319,2022-08-01T17:03:39,33807.81,real_estate,transfer,manual,Toronto,,CAN,CAD,TRUE,TRUE,59,unknown,FALSE,declined,Sunshine Travel
TXN000320,2023-04-19T15:17:54,1000771.32,luxury_goods,purchase,manual,Geneva,,CHE,CHF,TRUE,TRUE,120,other,FALSE,declined,CryptoExchange
TXN000321,2022-05-30T04:35:23,62.76,furniture,purchase,chip,Toronto,,USA,USD,FALSE,FALSE,28,female,FALSE,pending,SkyTravel
TXN000322,2022-06-15T19:12:12,74.25,books,purchase,swipe,Osaka,,JPN,JPY,TRUE,FALSE,48,male,FALSE,approved,ATM Network
TXN000323,2023-06-01T03:47:28,76.06,clothing,purchase,chip,New York,NY,USA,USD,FALSE,FALSE,41,female,TRUE,approved,CryptoExchange
TXN000324,2024-02-26T15:31:51,83.55,charity,payment,online,,,CAN,CAD,TRUE,FALSE,54,male,TRUE,approved,SkyTravel
TXN000325,2024-02-09T16:28:30,89.88,auto_services,purchase,chip,Atlanta,GA,USA,USD,FALSE,FALSE,29,male,FALSE,approved,ElectroZone
TXN000326,2022-04-02T03:27:38,69.65,auto_services,payment,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,39,male,FALSE,approved,FuelExpress
TXN000327,2022-11-27T12:47:05,91.4,clothing,purchase,chip,San Diego,CA,USA,USD,FALSE,FALSE,30,female,TRUE,approved,FashionBay
TXN000328,2024-02-23T11:44:08,93.5,charity,payment,online,Zurich,,CAN,CAD,TRUE,FALSE,53,male,FALSE,pending,SkyTravel
TXN000329,2024-02-24T11:20:32,93.38,charity,payment,online,,,CAN,CAD,TRUE,FALSE,53,male,FALSE,approved,SkyTravel
TXN000330,2023-05-29T22:05:44,74.36,clothing,purchase,chip,New York,NY,USA,USD,FALSE,FALSE,41,female,TRUE,approved,SkyTravel
TXN000331,2023-03-30T10:50:12,79.68,grocery,purchase,chip,Seattle,WA,USA,USD,FALSE,FALSE,37,male,FALSE,approved,BookNest
TXN000332,2022-01-16T15:30:11,57.87,auto_services,purchase,swipe,Nashville,TN,USA,USD,FALSE,FALSE,30,male,FALSE,pending,TinyCafe
TXN000333,2023-03-24T01:28:54,76.13,pharmacy,purchase,swipe,Miami,FL,USA,USD,FALSE,FALSE,63,female,FALSE,approved,FuelExpress
TXN000334,2022-06-09T08:27:22,60.67,auto_services,purchase,swipe,Paris,,USA,USD,FALSE,FALSE,26,male,TRUE,approved,GiftWorld
TXN000335,2024-05-08T04:38:23,62.05,auto_services,purchase,chip,Dallas,TX,USA,USD,FALSE,FALSE,42,male,FALSE,approved,FashionBay
TXN000336,2023-03-22T23:35:37,87.32,pharmacy,purchase,swipe,Miami,FL,USA,USD,FALSE,FALSE,62,female,FALSE,approved,FuelExpress
TXN000337,2024-02-07T19:27:35,86,auto_services,purchase,chip,Atlanta,GA,USA,USD,FALSE,FALSE,62,male,FALSE,pending,ElectroZone
TXN000338,2024-01-02T22:37:40,82.89,furniture,purchase,swipe,Portland,OR,USA,USD,FALSE,FALSE,60,female,TRUE,approved,TinyCafe
TXN000339,2022-11-26T12:35:50,89.33,clothing,purchase,chip,San Diego,CA,USA,USD,FALSE,FALSE,23,female,TRUE,approved,CryptoExchange
TXN000340,2024-01-05T17:45:56,93.05,furniture,purchase,swipe,Portland,OR,USA,USD,FALSE,FALSE,45,male,FALSE,approved,TinyCafe
TXN000341,2022-08-01T06:26:07,77.74,grocery,purchase,chip,Phoenix,AZ,USA,USD,FALSE,FALSE,36,male,TRUE,approved,GiftWorld
TXN000342,2023-03-20T15:11:14,79.33,pharmacy,purchase,swipe,Miami,FL,USA,USD,FALSE,FALSE,61,female,FALSE,approved,FuelExpress
TXN000343,2024-02-12T12:23:14,83.6,auto_services,purchase,chip,Atlanta,GA,USA,USD,FALSE,FALSE,28,female,FALSE,approved,ElectroZone
TXN000344,2022-07-30T08:15:55,67.33,grocery,purchase,chip,Phoenix,AZ,USA,USD,FALSE,FALSE,37,male,TRUE,approved,GiftWorld
TXN000345,2022-04-07T04:22:38,63.72,auto_services,payment,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,38,male,TRUE,approved,GiftWorld
TXN000346,2023-12-31T02:01:03,69.2,pharmacy,purchase,swipe,Phoenix,AZ,USA,USD,FALSE,FALSE,51,male,FALSE,approved,GiftWorld
TXN000347,2022-05-26T13:20:29,66.31,pharmacy,purchase,swipe,Houston,TX,USA,USD,FALSE,FALSE,63,female,FALSE,approved,FuelExpress
TXN000348,2022-11-26T02:37:05,93.26,charity,payment,online,,,CAN,CAD,TRUE,FALSE,51,other,FALSE,approved,SkyTravel
TXN000349,2022-11-30T19:24:09,89.06,charity,payment,online,,,CAN,CAD,TRUE,FALSE,45,female,FALSE,approved,SkyTravel
TXN000350,2022-08-03T01:44:28,70.41,grocery,purchase,chip,Phoenix,AZ,USA,USD,FALSE,FALSE,38,male,FALSE,approved,GiftWorld
TXN000351,2023-05-31T22:29:56,17.37,public_transport,purchase,contactless,Chicago,IL,USA,USD,FALSE,FALSE,28,male,FALSE,approved,QuickMart
TXN000352,2023-03-03T22:32:44,16.47,grocery,purchase,online,Montreal,,CAN,CAD,TRUE,FALSE,53,male,FALSE,approved,SkyTravel
TXN000353,2022-06-04T21:12:54,16,public_transport,purchase,contactless,Boston,MA,USA,USD,FALSE,FALSE,20,male,FALSE,approved,BookNest
TXN000354,2023-03-03T15:43:34,13.76,grocery,purchase,online,Montreal,,CAN,CAD,TRUE,FALSE,54,male,FALSE,approved,SkyTravel
TXN000355,2022-05-31T14:24:16,14.55,public_transport,purchase,contactless,Boston,MA,USA,USD,FALSE,FALSE,19,male,TRUE,approved,BookNest
TXN000356,2023-02-11T05:43:31,13.75,public_transport,purchase,contactless,Paris,,FRA,EUR,TRUE,FALSE,20,male,TRUE,approved,LuxuryAuto
