transaction_id,transaction_datetime,transaction_amount,merchant_category,transaction_type,entry_mode,transaction_city,transaction_state,transaction_country,currency_code,is_international,is_fraud,cardholder_age,cardholder_gender,is_online,approval_status,merchant_name,is_online_fraud,is_international_fraud,transaction_month,transaction_dayofweek,transaction_hour,transaction_type_idx,merchant_category_idx,entry_mode_idx,cluster_labels,predictions,df_pred
TXN0004212,2024-06-14T18:29:20.000Z,54.66,grocery,purchase,swipe,Chicago,IL,USA,USD,0,false,39,Male,0,pending,QuickMart,false,false,6,6,18,0.0,2.0,4.0,2,1,0
TXN0004288,2024-02-13T13:06:54.000Z,1378.47,electronics,purchase,chip,San Diego,CA,USA,USD,0,false,34,Female,0,pending,ElectroZone,false,false,2,3,13,0.0,0.0,1.0,0,1,0
TXN0004289,2024-02-24T07:04:51.000Z,2138.35,travel,purchase,online,Berlin,BE,DEU,EUR,1,false,59,Female,1,pending,Sunshine Travel,false,false,2,7,7,0.0,3.0,0.0,0,1,0
TXN000028,2024-04-17T06:27:51.000Z,300000.0,luxury_goods,purchase,manual,Paris,NA,FRA,EUR,1,true,58,female,0,declined,ElectroZone,false,true,4,4,6,0.0,15.0,2.0,3,-1,1
TXN000041,2022-05-19T10:49:34.000Z,19.8,coffee_shop,purchase,contactless,Boston,MA,USA,USD,0,false,19,male,0,approved,GiftWorld,false,false,5,5,10,0.0,4.0,3.0,2,1,0
TXN000082,2022-12-28T13:29:10.000Z,18.5,public_transport,purchase,contactless,Denver,CO,USA,USD,0,false,23,female,0,pending,ElectroZone,false,false,12,4,13,0.0,12.0,3.0,2,1,0
TXN000087,2023-05-22T22:22:45.000Z,8.0,books,purchase,online,San Francisco,CA,USA,USD,0,false,22,female,0,approved,TinyCafe,false,false,5,2,22,0.0,1.0,0.0,0,1,0
TXN000088,2024-01-02T18:42:18.000Z,92.5,furniture,purchase,swipe,Portland,OR,USA,USD,0,false,45,male,1,approved,TinyCafe,false,false,1,3,18,0.0,19.0,4.0,2,-1,1
TXN000161,2024-04-16T11:21:55.000Z,3.59,fast_food,purchase,contactless,Miami,FL,USA,USD,0,false,21,male,1,approved,FuelExpress,false,false,4,3,11,0.0,10.0,3.0,2,1,0
TXN000163,2023-08-09T07:45:34.000Z,4200.0,travel,purchase,online,Paris,NA,FRA,EUR,1,true,32,female,0,declined,ElectroZone,false,true,8,4,7,0.0,3.0,0.0,0,1,0
TXN000183,2022-08-30T23:59:59.000Z,17.85,fast_food,purchase,swipe,Chicago,IL,USA,USD,0,false,24,male,0,pending,QuickMart,false,false,8,3,23,0.0,10.0,4.0,2,1,0
TXN000184,2024-04-02T10:10:10.000Z,134.99,books,purchase,online,Austin,TX,USA,USD,0,false,35,female,0,pending,BookNest,false,false,4,3,10,0.0,1.0,0.0,0,1,0
TXN000209,2023-11-10T19:22:13.000Z,49.76,public_transport,purchase,contactless,New York,NY,USA,USD,0,false,23,female,0,approved,CryptoExchange,false,false,11,6,19,0.0,12.0,3.0,2,1,0
TXN000271,2022-09-28T17:25:26.000Z,266.56,electronics,purchase,online,Los Angeles,CA,USA,USD,0,false,33,male,0,approved,LuxuryAuto,false,false,9,4,17,0.0,0.0,0.0,0,1,0
TXN000294,2023-06-29T06:16:23.000Z,23332.85,automobile,purchase,manual,Tokyo,NA,JPN,JPY,1,true,45,female,1,declined,LuxuryAuto,true,true,6,5,6,0.0,21.0,2.0,3,-1,1
TXN000323,2023-06-01T03:47:28.000Z,76.06,clothing,purchase,chip,New York,NY,USA,USD,0,false,41,female,1,approved,CryptoExchange,false,false,6,5,3,0.0,13.0,1.0,0,1,0
TXN000357,2022-12-25T18:44:05.000Z,17.06,public_transport,purchase,contactless,Sydney,NA,USA,USD,0,false,23,female,0,approved,FashionBay,false,false,12,1,18,0.0,12.0,3.0,2,1,0
TXN000384,2022-08-03T03:27:18.000Z,1708.74,luxury_goods,purchase,manual,Houston,TX,JPN,JPY,1,true,47,male,0,declined,GiftWorld,false,true,8,4,3,0.0,15.0,2.0,3,1,0
TXN000385,2023-01-07T20:26:46.000Z,4056.7,luxury_goods,purchase,manual,Dubai,NA,ARE,AED,1,true,47,male,0,declined,ElectroZone,false,true,1,7,20,0.0,15.0,2.0,3,-1,1
TXN000484,2024-06-05T04:32:12.000Z,123.35,grocery,purchase,chip,Los Angeles,CA,USA,USD,0,false,30,female,0,approved,SkyTravel,false,false,6,4,4,0.0,2.0,1.0,0,1,0
TXN000039,2024-04-04T08:23:44.000Z,3150.75,travel,purchase,online,Miami,FL,USA,USD,1,false,45,Male,1,approved,Sunshine Travel,false,false,4,5,8,0.0,3.0,0.0,0,1,0
TXN000066,2024-06-15T14:14:22.000Z,28600.0,financial,withdrawal,manual,Miami,FL,USA,USD,0,true,53,Male,0,declined,CryptoExchange,false,false,6,7,14,2.0,5.0,2.0,1,-1,1
TXN000089,2024-01-11T09:23:30.000Z,127.0,apparel,refund,manual,Dallas,TX,USA,USD,0,false,48,Male,0,approved,FashionBay,false,false,1,5,9,1.0,7.0,2.0,3,1,0
TXN000313,2024-03-29T07:28:44.000Z,3287.5,travel,purchase,online,Munich,BY,DEU,EUR,1,false,25,Female,1,approved,Sunshine Travel,false,false,3,6,7,0.0,3.0,0.0,0,1,0
TXN000345,2024-03-16T09:51:33.000Z,54999.0,automotive,purchase,manual,San Francisco,CA,USA,USD,0,false,60,Female,0,approved,LuxuryAuto,false,false,3,7,9,0.0,8.0,2.0,3,1,0
TXN0004001,2024-06-25T14:16:34.000Z,67.32,grocery,purchase,chip,Chicago,IL,USA,USD,0,false,30,Male,0,approved,QuickMart,false,false,6,3,14,0.0,2.0,1.0,0,1,0
TXN0004014,2024-06-29T21:23:45.000Z,37.85,grocery,purchase,contactless,Chicago,IL,USA,USD,0,false,47,Female,0,approved,QuickMart,false,false,6,7,21,0.0,2.0,3.0,2,1,0
TXN0004054,2024-07-09T09:25:01.000Z,38.07,apparel,purchase,swipe,Dallas,TX,USA,USD,0,false,32,Female,0,pending,FashionBay,false,false,7,3,9,0.0,7.0,4.0,2,1,0
TXN0004079,2024-06-26T19:59:36.000Z,40.36,fuel,purchase,swipe,Miami,FL,USA,USD,0,false,41,Male,0,pending,FuelExpress,false,false,6,4,19,0.0,9.0,4.0,2,1,0
TXN0004084,2024-06-23T09:02:13.000Z,87.3,grocery,purchase,chip,Chicago,IL,USA,USD,0,false,63,Other,0,pending,QuickMart,false,false,6,1,9,0.0,2.0,1.0,0,1,0
TXN0004105,2024-06-12T18:51:56.000Z,84.45,apparel,purchase,swipe,New York,NY,USA,USD,0,false,46,Male,0,approved,FashionBay,false,false,6,4,18,0.0,7.0,4.0,2,1,0
TXN0004107,2024-07-05T20:22:32.000Z,70.65,electronics,purchase,chip,San Jose,CA,USA,USD,0,false,34,Other,0,pending,ElectroZone,false,false,7,6,20,0.0,0.0,1.0,0,1,0
TXN0004164,2024-06-20T15:39:12.000Z,14.36,restaurant,purchase,contactless,San Jose,CA,USA,USD,0,false,23,Male,0,approved,TinyCafe,false,false,6,5,15,0.0,14.0,3.0,2,1,0
TXN0004223,2024-05-24T07:01:22.000Z,52.77,gifts,purchase,chip,Boston,MA,USA,USD,0,false,31,Male,0,pending,GiftWorld,false,false,5,6,7,0.0,6.0,1.0,2,1,0
TXN0004276,2024-03-21T09:15:03.000Z,1144.41,travel,purchase,online,Berlin,NA,DEU,EUR,1,false,37,Female,1,pending,SkyTravel,false,false,3,5,9,0.0,3.0,0.0,0,1,0
TXN0004292,2024-05-09T23:10:38.000Z,2584.62,travel,purchase,online,Dallas,TX,USA,GBP,1,false,31,Other,1,approved,SkyTravel,false,false,5,5,23,0.0,3.0,0.0,0,1,0
TXN0004315,2024-06-13T12:11:15.000Z,10782.56,financial,transfer,online,New York,NY,USA,USD,0,true,45,Male,1,declined,CryptoExchange,true,false,6,5,12,3.0,5.0,0.0,1,-1,1
TXN000030,2024-06-15T12:09:18.000Z,700.0,travel,purchase,online,Osaka,NA,JPN,JPY,1,false,66,other,0,approved,QuickMart,false,false,6,7,12,0.0,3.0,0.0,0,1,0
TXN000053,2024-04-11T15:11:37.000Z,2500.0,jewelry,purchase,manual,Dubai,NA,ARE,AED,1,true,56,female,0,declined,GiftWorld,false,true,4,5,15,0.0,18.0,2.0,3,1,0
TXN000063,2023-05-18T12:33:51.000Z,312.6,furniture,purchase,online,Atlanta,GA,USA,USD,0,false,45,male,0,approved,ElectroZone,false,false,5,5,12,0.0,19.0,0.0,0,1,0
TXN000078,2023-10-16T08:43:22.000Z,33.5,pharmacy,purchase,chip,Minneapolis,MN,USA,USD,0,false,28,male,0,approved,FashionBay,false,false,10,2,8,0.0,11.0,1.0,2,1,0
TXN000219,2023-09-27T13:26:18.000Z,42.51,books,purchase,contactless,Boston,MA,USA,USD,0,false,23,female,0,approved,GiftWorld,false,false,9,4,13,0.0,1.0,3.0,2,1,0
TXN000284,2023-11-16T10:22:57.000Z,368.71,electronics,purchase,online,NA,NA,AUS,AUD,1,false,36,male,1,approved,Sunshine Travel,false,false,11,5,10,0.0,0.0,0.0,0,1,0
TXN000308,2023-09-24T17:42:10.000Z,16323.44,real_estate,transfer,manual,Los Angeles,CA,USA,USD,0,true,119,unknown,0,declined,LuxuryAuto,false,false,9,1,17,3.0,17.0,2.0,1,-1,1
TXN000377,2023-09-27T11:39:27.000Z,14.03,coffee_shop,purchase,contactless,Montreal,NA,CAN,CAD,1,false,33,male,0,approved,SkyTravel,false,false,9,4,11,0.0,4.0,3.0,2,1,0
TXN000400,2023-09-15T05:22:39.000Z,623.38,luxury_goods,purchase,online,New York,NY,USA,USD,0,false,32,female,0,approved,SkyTravel,false,false,9,6,5,0.0,15.0,0.0,0,1,0
TXN000043,2024-06-08T15:12:04.000Z,3.49,miscellaneous,refund,manual,Denver,CO,USA,USD,0,false,42,Female,0,approved,EdgeCaseStore,false,false,6,7,15,1.0,20.0,2.0,3,1,0
TXN0004013,2024-07-06T09:35:22.000Z,153.99,gifts,purchase,swipe,Phoenix,AZ,USA,USD,0,false,18,Male,0,approved,GiftWorld,false,false,7,7,9,0.0,6.0,4.0,2,1,0
TXN0004053,2024-07-05T16:02:39.000Z,26.5,restaurant,purchase,chip,Boston,MA,USA,USD,0,false,44,Male,0,approved,TinyCafe,false,false,7,6,16,0.0,14.0,1.0,2,1,0
TXN0004060,2024-05-20T07:25:46.000Z,34.83,grocery,purchase,chip,Chicago,IL,USA,USD,0,false,41,Female,0,pending,QuickMart,false,false,5,2,7,0.0,2.0,1.0,0,1,0
TXN0004061,2024-03-04T16:38:33.000Z,34.54,gifts,refund,manual,Houston,TX,USA,USD,0,false,54,Male,0,pending,GiftWorld,false,false,3,2,16,1.0,6.0,2.0,3,1,0
TXN0004088,2024-07-10T09:59:10.000Z,76.88,grocery,purchase,chip,Chicago,IL,USA,USD,0,false,60,Female,0,pending,QuickMart,false,false,7,4,9,0.0,2.0,1.0,0,1,0
TXN0004101,2024-03-27T10:29:32.000Z,63.24,grocery,purchase,chip,Zurich,NA,USA,USD,0,false,42,Female,0,pending,FarmFresh,false,false,3,4,10,0.0,2.0,1.0,0,1,0
TXN0004102,2024-01-25T14:25:04.000Z,76.68,fuel,purchase,swipe,Cleveland,OH,USA,USD,0,false,28,Male,0,pending,FuelExpress,false,false,1,5,14,0.0,9.0,4.0,2,1,0
TXN0004120,2024-04-01T17:26:50.000Z,455.12,electronics,purchase,contactless,Dallas,TX,USA,USD,0,false,47,Male,0,pending,ElectroZone,false,false,4,2,17,0.0,0.0,3.0,2,1,0
TXN0004165,2024-02-11T11:48:53.000Z,8.71,gifts,refund,manual,Chicago,IL,USA,USD,0,false,35,Male,0,approved,GiftWorld,false,false,2,1,11,1.0,6.0,2.0,3,1,0
TXN0004166,2024-05-18T20:09:43.000Z,21.96,grocery,purchase,chip,Chicago,IL,USA,USD,0,false,33,Male,0,pending,QuickMart,false,false,5,7,20,0.0,2.0,1.0,0,1,0
TXN0004246,2024-02-27T14:28:03.000Z,1.39,miscellaneous,refund,manual,Denver,CO,USA,USD,0,false,42,Male,0,pending,EdgeCaseStore,false,false,2,3,14,1.0,20.0,2.0,3,1,0
TXN0004247,2024-06-14T11:55:24.000Z,8.41,books,purchase,online,Austin,TX,USA,USD,0,false,32,Male,1,pending,BookNest,false,false,6,6,11,0.0,1.0,0.0,0,1,0
TXN0004287,2024-05-16T12:48:06.000Z,1523.13,travel,purchase,online,Toronto,ON,USA,USD,0,false,38,Female,1,pending,SkyTravel,false,false,5,5,12,0.0,3.0,0.0,0,1,0
TXN0004310,2024-06-02T22:03:22.000Z,2168.21,travel,purchase,online,Los Angeles,CA,USA,USD,1,false,34,Male,1,pending,Sunshine Travel,false,false,6,1,22,0.0,3.0,0.0,0,1,0
TXN0004341,2024-06-30T05:36:48.000Z,47464.08,automotive,purchase,chip,Los Angeles,CA,USA,USD,0,true,29,Female,0,declined,LuxuryAuto,false,false,6,1,5,0.0,8.0,1.0,2,1,0
TXN000075,2022-06-20T18:13:23.000Z,23.0,books,purchase,chip,San Diego,CA,USA,USD,0,false,22,female,1,approved,FashionBay,false,false,6,2,18,0.0,1.0,1.0,0,1,0
TXN000086,2022-11-12T13:49:51.000Z,35.0,fast_food,purchase,chip,Seattle,WA,USA,USD,0,false,21,male,0,approved,ATM Network,false,false,11,7,13,0.0,10.0,1.0,2,1,0
TXN000162,2022-12-31T19:12:06.000Z,49.99,books,purchase,chip,Austin,TX,USA,USD,0,false,32,female,0,approved,BookNest,false,false,12,7,19,0.0,1.0,1.0,0,1,0
TXN000197,2022-12-05T12:00:00.000Z,18.99,books,purchase,chip,San Francisco,CA,USA,USD,0,false,120,other,1,approved,TinyCafe,false,false,12,2,12,0.0,1.0,1.0,0,-1,1
TXN000249,2024-01-26T15:24:50.000Z,14.21,fast_food,purchase,chip,Austin,TX,USA,USD,0,false,22,female,0,pending,ATMWithdrawal,false,false,1,6,15,0.0,10.0,1.0,2,1,0
TXN000301,2022-07-28T12:32:28.000Z,34804.2,real_estate,transfer,manual,Toronto,NA,CAN,CAD,1,true,32,female,0,declined,SkyTravel,false,true,7,5,12,3.0,17.0,2.0,1,-1,1
TXN000307,2023-02-28T09:35:51.000Z,981350.89,real_estate,transfer,manual,Dallas,TX,USA,USD,0,true,71,male,0,declined,ATM Network,false,false,2,3,9,3.0,17.0,2.0,1,-1,1
TXN000325,2024-02-09T16:28:30.000Z,89.88,auto_services,purchase,chip,Atlanta,GA,USA,USD,0,false,29,male,0,approved,ElectroZone,false,false,2,6,16,0.0,16.0,1.0,2,1,0
TXN000360,2022-05-19T09:16:21.000Z,15.32,coffee_shop,purchase,contactless,Toronto,NA,DEU,EUR,1,false,33,male,0,approved,Sunshine Travel,false,false,5,5,9,0.0,4.0,3.0,2,1,0
TXN000480,2023-09-28T15:21:56.000Z,201.44,auto_services,purchase,swipe,Detroit,MI,USA,USD,0,false,25,male,1,approved,ElectroZone,false,false,9,5,15,0.0,16.0,4.0,2,-1,1
TXN000486,2024-04-02T14:32:59.000Z,140.6,books,purchase,online,Austin,TX,USA,USD,0,false,42,female,1,approved,BookNest,false,false,4,3,14,0.0,1.0,0.0,0,1,0
TXN000500,2024-03-11T01:31:48.000Z,117.08,auto_services,payment,chip,Portland,OR,USA,USD,0,false,48,female,0,approved,TinyCafe,false,false,3,2,1,4.0,16.0,1.0,1,-1,1
TXN000017,2024-01-08T09:06:17.000Z,400.0,financial,withdrawal,manual,Dallas,TX,USA,USD,0,false,49,Male,0,approved,ATM Network,false,false,1,2,9,2.0,5.0,2.0,1,1,0
TXN000050,2024-06-20T07:36:29.000Z,17.95,restaurant,purchase,contactless,San Francisco,CA,USA,USD,0,false,40,Female,0,approved,TinyCafe,false,false,6,5,7,0.0,14.0,3.0,2,1,0
TXN000065,2024-03-06T20:31:45.000Z,32.99,gifts,refund,manual,Orlando,FL,USA,USD,0,false,35,Male,0,approved,GiftWorld,false,false,3,4,20,1.0,6.0,2.0,3,1,0
TXN0004003,2024-06-28T11:39:15.000Z,19.99,books,purchase,online,Seattle,WA,USA,USD,0,false,18,Female,1,approved,BookNest,false,false,6,6,11,0.0,1.0,0.0,0,1,0
TXN0004020,2024-07-03T15:21:19.000Z,29.49,books,purchase,online,Seattle,WA,USA,USD,0,false,29,Male,1,approved,BookNest,false,false,7,4,15,0.0,1.0,0.0,0,1,0
TXN0004036,2024-07-10T10:25:05.000Z,39.99,electronics,purchase,chip,Atlanta,GA,USA,USD,0,false,44,Male,0,approved,ElectroZone,false,false,7,4,10,0.0,0.0,1.0,0,1,0
TXN0004094,2024-07-05T20:43:21.000Z,72.3,electronics,purchase,chip,Atlanta,GA,USA,USD,0,false,38,Other,0,pending,ElectroZone,false,false,7,6,20,0.0,0.0,1.0,0,1,0
TXN0004100,2024-05-14T18:35:58.000Z,81.47,gifts,purchase,chip,Boston,MA,USA,USD,0,false,50,Female,0,pending,GiftWorld,false,false,5,3,18,0.0,6.0,1.0,2,1,0
TXN0004162,2024-02-14T23:58:22.000Z,14.86,restaurant,purchase,swipe,Portland,OR,USA,USD,0,false,31,Male,0,pending,TinyCafe,false,false,2,4,23,0.0,14.0,4.0,2,1,0
TXN0004191,2024-04-08T19:39:32.000Z,191.13,apparel,purchase,swipe,Sydney,NSW,USA,USD,0,false,23,Female,0,pending,FashionBay,false,false,4,2,19,0.0,7.0,4.0,2,1,0
TXN0004202,2024-07-02T18:06:10.000Z,45.51,gifts,purchase,swipe,Phoenix,AZ,USA,USD,0,false,45,Male,0,pending,GiftWorld,false,false,7,3,18,0.0,6.0,4.0,2,1,0
TXN0004208,2024-06-29T18:04:21.000Z,48.73,gifts,purchase,swipe,Phoenix,AZ,USA,USD,0,false,51,Female,0,pending,GiftWorld,false,false,6,7,18,0.0,6.0,4.0,2,1,0
TXN0004283,2024-07-03T19:38:57.000Z,1408.67,travel,purchase,online,London,NA,GBR,GBP,1,false,31,Male,1,approved,Sunshine Travel,false,false,7,4,19,0.0,3.0,0.0,0,1,0
TXN000007,2022-07-15T08:05:52.000Z,1100.0,jewelry,purchase,manual,Zurich,NA,CHE,CHF,1,true,38,female,1,declined,CryptoExchange,true,true,7,6,8,0.0,18.0,2.0,3,-1,1
TXN000199,2024-01-14T06:45:30.000Z,3.25,coffee_shop,purchase,contactless,NA,NA,MEX,MXN,1,false,38,male,0,approved,CryptoExchange,false,false,1,1,6,0.0,4.0,3.0,2,-1,1
TXN000211,2024-12-10T10:16:13.000Z,49.87,pharmacy,purchase,swipe,New York,NY,USA,USD,0,false,31,female,0,approved,Sunshine Travel,false,false,12,3,10,0.0,11.0,4.0,2,1,0
TXN000234,2024-04-11T02:07:02.000Z,10.52,fast_food,purchase,contactless,Chicago,IL,USA,USD,0,false,60,female,1,approved,FarmFresh,false,false,4,5,2,0.0,10.0,3.0,2,1,0
TXN000243,2022-02-26T11:50:00.000Z,8.72,pharmacy,purchase,chip,Seattle,WA,USA,USD,0,false,60,female,0,approved,FarmFresh,false,false,2,7,11,0.0,11.0,1.0,2,1,0
TXN000275,2023-11-08T16:56:45.000Z,407.28,electronics,purchase,chip,San Antonio,TX,USA,USD,0,false,33,female,0,approved,QuickMart,false,false,11,4,16,0.0,0.0,1.0,0,1,0
TXN000312,2023-09-24T22:31:18.000Z,14438.38,real_estate,transfer,manual,Los Angeles,CA,USA,USD,0,true,120,unknown,0,declined,LuxuryAuto,false,false,9,1,22,3.0,17.0,2.0,1,-1,1
TXN000405,2023-06-28T23:29:21.000Z,2469.43,jewelry,purchase,manual,Zurich,NA,CHE,CHF,1,true,23,female,0,declined,CryptoExchange,false,true,6,4,23,0.0,18.0,2.0,3,1,0
TXN000407,2023-08-15T15:35:59.000Z,997.0,electronics,purchase,online,San Jose,CA,CAN,CAD,1,false,32,female,1,approved,SkyTravel,false,false,8,3,15,0.0,0.0,0.0,0,1,0
TXN000413,2024-07-19T19:55:45.000Z,26.31,books,purchase,chip,Philadelphia,PA,USA,USD,0,false,47,female,0,approved,LuxuryAuto,false,false,7,6,19,0.0,1.0,1.0,0,1,0
TXN000434,2022-05-16T10:30:07.000Z,19.29,coffee_shop,purchase,contactless,Boston,MA,USA,USD,0,false,19,male,0,pending,BookNest,false,false,5,2,10,0.0,4.0,3.0,2,1,0
TXN000458,2024-02-08T13:54:12.000Z,3.53,coffee_shop,purchase,contactless,Denver,CO,USA,USD,0,false,23,male,1,approved,FarmFresh,false,false,2,5,13,0.0,4.0,3.0,2,1,0
TXN000473,2024-04-05T11:22:18.000Z,135.42,books,purchase,online,Austin,TX,USA,USD,0,false,34,female,0,approved,ATMWithdrawal,false,false,4,6,11,0.0,1.0,0.0,0,1,0
TXN000022,2024-06-15T10:13:23.000Z,18800.0,automotive,purchase,online,Los Angeles,CA,USA,USD,1,false,36,Female,1,approved,LuxuryAuto,false,false,6,7,10,0.0,8.0,0.0,0,1,0
TXN000090,2024-02-28T18:11:32.000Z,1250.5,travel,purchase,online,Toronto,ON,CAN,CAD,0,false,38,Male,1,approved,SkyTravel,false,false,2,4,18,0.0,3.0,0.0,0,1,0
TXN0004041,2024-07-10T21:40:01.000Z,99.99,gifts,purchase,contactless,Phoenix,AZ,USA,USD,0,false,32,Female,0,approved,GiftWorld,false,false,7,4,21,0.0,6.0,3.0,2,1,0
TXN0004069,2024-07-05T12:49:41.000Z,24.93,restaurant,purchase,chip,Boston,MA,USA,USD,0,false,29,Male,0,pending,TinyCafe,false,false,7,6,12,0.0,14.0,1.0,2,1,0
TXN0004133,2024-05-10T00:46:59.000Z,384.49,financial,withdrawal,manual,San Jose,CA,USA,USD,0,false,36,Female,0,pending,EdgeCaseStore,false,false,5,6,0,2.0,5.0,2.0,1,1,0
TXN0004135,2024-02-25T12:56:06.000Z,627.15,financial,withdrawal,manual,Orlando,FL,USA,USD,0,false,46,Male,0,pending,ATM Withdrawal,false,false,2,1,12,2.0,5.0,2.0,1,1,0
TXN0004147,2024-06-27T09:59:50.000Z,20.64,books,purchase,online,Seattle,WA,USA,USD,0,false,35,Female,1,pending,BookNest,false,false,6,5,9,0.0,1.0,0.0,0,1,0
TXN0004148,2024-06-19T11:32:01.000Z,16.02,restaurant,purchase,contactless,San Francisco,CA,USA,USD,0,false,36,Female,0,pending,TinyCafe,false,false,6,4,11,0.0,14.0,3.0,2,1,0
TXN0004200,2024-07-09T01:31:14.000Z,93.88,gifts,purchase,contactless,Phoenix,AZ,USA,USD,0,false,49,Female,0,pending,GiftWorld,false,false,7,3,1,0.0,6.0,3.0,2,1,0
TXN0004263,2024-02-29T21:45:03.000Z,1360.04,travel,purchase,online,Los Angeles,CA,USA,USD,1,false,39,Male,1,pending,SkyTravel,false,false,2,5,21,0.0,3.0,0.0,0,1,0
TXN0004280,2024-03-21T14:49:02.000Z,1954.52,electronics,purchase,chip,Dallas,TX,USA,USD,0,false,39,Female,0,approved,ElectroZone,false,false,3,5,14,0.0,0.0,1.0,0,1,0
TXN0004322,2024-04-28T10:39:53.000Z,132747.11,automotive,purchase,manual,San Francisco,CA,USA,USD,0,true,52,Female,0,declined,LuxuryAuto,false,false,4,1,10,0.0,8.0,2.0,3,-1,1
TXN0004349,2024-06-16T12:11:13.000Z,27615.56,financial,withdrawal,manual,Austin,TX,USA,USD,0,true,19,Female,0,declined,CryptoExchange,false,false,6,1,12,2.0,5.0,2.0,1,1,0
TXN000156,2022-11-16T16:42:03.000Z,12.2,books,purchase,chip,Boston,MA,USA,USD,0,false,35,female,0,approved,GiftWorld,false,false,11,4,16,0.0,1.0,1.0,0,1,0
TXN000160,2022-08-07T14:45:25.000Z,13000.5,jewelry,purchase,manual,Dubai,NA,ARE,AED,1,true,26,female,0,declined,ATM Network,false,true,8,1,14,0.0,18.0,2.0,3,1,0
TXN000157,2024-01-24T12:12:07.000Z,500000.0,real_estate,transfer,manual,Dubai,NA,ARE,AED,1,true,47,unknown,1,declined,ATM Withdrawal,true,true,1,4,12,3.0,17.0,2.0,1,-1,1
TXN000160,2024-06-07T22:51:39.000Z,120.0,grocery,purchase,chip,Los Angeles,CA,USA,USD,0,false,29,female,0,approved,ATM Network,false,false,6,6,22,0.0,2.0,1.0,0,1,0
TXN000226,2022-04-29T18:11:18.000Z,55.8,books,purchase,online,Paris,NA,FRA,EUR,1,false,27,female,0,approved,ElectroZone,false,false,4,6,18,0.0,1.0,0.0,0,1,0
TXN000264,2022-09-27T10:50:38.000Z,249.07,electronics,purchase,online,Los Angeles,CA,USA,USD,0,false,33,male,0,approved,LuxuryAuto,false,false,9,3,10,0.0,0.0,0.0,0,1,0
TXN000274,2023-11-02T14:10:33.000Z,289.5,electronics,purchase,online,London,NA,GBR,GBP,1,false,50,male,0,approved,SkyTravel,false,false,11,5,14,0.0,0.0,0.0,0,1,0
TXN000287,2022-09-27T08:44:28.000Z,403.66,electronics,purchase,online,Berlin,NA,DEU,EUR,1,false,43,male,1,approved,Sunshine Travel,false,false,9,3,8,0.0,0.0,0.0,0,1,0
TXN000292,2023-04-16T00:47:24.000Z,994252.54,luxury_goods,purchase,manual,San Diego,CA,CHE,CHF,1,true,120,other,1,declined,CryptoExchange,true,true,4,1,0,0.0,15.0,2.0,3,-1,1
TXN000341,2022-08-01T06:26:07.000Z,77.74,grocery,purchase,chip,Phoenix,AZ,USA,USD,0,false,36,male,1,approved,GiftWorld,false,false,8,2,6,0.0,2.0,1.0,0,1,0
TXN000349,2022-11-30T19:24:09.000Z,89.06,charity,payment,online,NA,NA,CAN,CAD,1,false,45,female,0,approved,SkyTravel,false,false,11,4,19,4.0,22.0,0.0,1,-1,1
TXN000368,2024-05-19T10:37:06.000Z,18.63,clothing,purchase,online,San Jose,CA,USA,USD,0,false,29,female,0,approved,ElectroZone,false,false,5,1,10,0.0,13.0,0.0,0,1,0
TXN000376,2024-05-10T06:52:39.000Z,14.82,coffee_shop,purchase,contactless,Toronto,NA,FRA,EUR,1,false,32,male,0,approved,QuickMart,false,false,5,6,6,0.0,4.0,3.0,2,1,0
TXN000399,2022-07-12T13:20:41.000Z,1143.26,jewelry,purchase,manual,Zurich,NA,CHE,CHF,1,true,38,female,0,declined,CryptoExchange,false,true,7,3,13,0.0,18.0,2.0,3,1,0
TXN000410,2022-03-10T15:05:07.000Z,3648.91,travel,purchase,online,Osaka,NA,FRA,EUR,1,true,32,female,0,declined,LuxuryAuto,false,true,3,5,15,0.0,3.0,0.0,0,1,0
TXN000424,2022-12-22T15:08:25.000Z,23.99,books,purchase,chip,Philadelphia,PA,USA,USD,0,false,22,female,0,approved,ElectroZone,false,false,12,5,15,0.0,1.0,1.0,0,1,0
TXN000435,2022-05-21T16:44:04.000Z,21.09,coffee_shop,purchase,contactless,Boston,MA,USA,USD,0,false,26,female,1,pending,BookNest,false,false,5,7,16,0.0,4.0,3.0,2,1,0
TXN000471,2022-10-12T16:28:36.000Z,97.92,clothing,purchase,online,Los Angeles,CA,USA,USD,0,false,46,male,1,approved,LuxuryAuto,false,false,10,4,16,0.0,13.0,0.0,0,1,0
TXN000027,2024-05-14T10:18:36.000Z,4100.0,travel,purchase,online,Miami,FL,USA,USD,1,false,35,Female,1,approved,Sunshine Travel,false,false,5,3,10,0.0,3.0,0.0,0,1,0
TXN000051,2024-05-21T10:14:12.000Z,34.87,grocery,purchase,chip,Chicago,IL,USA,USD,0,false,43,Female,0,approved,QuickMart,false,false,5,3,10,0.0,2.0,1.0,0,1,0
TXN000074,2024-02-01T11:11:25.000Z,16327.12,financial,transfer,online,Zurich,NA,CHE,USD,1,true,43,Male,1,declined,CryptoExchange,true,true,2,5,11,3.0,5.0,0.0,1,-1,1
TXN000093,2024-06-01T15:37:45.000Z,182.3,apparel,purchase,contactless,Dallas,TX,USA,USD,0,false,40,Female,0,approved,FashionBay,false,false,6,7,15,0.0,7.0,3.0,2,1,0
